id,question,expected_file,expected_page,valido,motivo,categoria_errore
Q013,Qual è la tensione e la corrente nominale del contatto per il circuito di emergenza?,connections.pdf,144,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q014,"Qual è la tensione e la corrente nominale per i segnali EES1, EES11, EES2 ed EES21?",connections.pdf,148,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q015,Qual è il codice del terminale a 4 poli (TBOP19) secondo la specifica FANUC?,connections.pdf,150,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q016,Quali schede possono essere montate secondo il testo fornito?,connections.pdf,154,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
Q017,Quale cavo non è fornito da FANUC e deve essere realizzato dal cliente secondo il manuale?,connections.pdf,157,True,"La domanda è chiara e la risposta è supportata dal testo fornito, che specifica che il cavo di connessione tra la scheda di conversione del connettore e i dispositivi periferici non è fornito da FANUC e deve essere realizzato dal cliente.",Nessuna
Q018,Qual è il nome del segnale associato al connettore CRMA16-B16?,connections.pdf,160,True,La domanda è chiara e la risposta è supportata dal testo fornito,Nessuna
Q019,Qual è la tensione comune degli apparecchi di input secondo il diagramma fornito?,connections.pdf,164,True,"La domanda è chiara e la risposta è supportata dal testo fornito, che specifica la tensione comune degli apparecchi di input come +24V.",Nessuna
Q020,Qual è il nome del produttore del blocco terminale a 11 poli utilizzato nella scheda di conversione terminale opzionale?,connections.pdf,168,True,La domanda è chiara e la risposta è supportata dal testo,Nessuna
Q021,Quali sono i numeri dei terminali di ingresso digitale (DI) e uscita digitale (DO) per il dispositivo periferico A3?,connections.pdf,172,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q022,Qual è la tensione comune dei dispositivi di ingresso nel diagramma fornito?,connections.pdf,176,True,"La domanda è chiara e la risposta è supportata dal testo fornito, che specifica la tensione comune dei dispositivi di ingresso come +24V.",Nessuna
Q023,Qual è la tensione massima applicabile all'ingresso del ricevitore nella interfaccia del dispositivo periferico A?,connections.pdf,179,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q024,Qual è la tensione nominale per i segnali di uscita digitali dell'interfaccia della macchina per saldatura ad arco?,connections.pdf,181,True,"La domanda è chiara e la risposta è supportata dal testo fornito, che menziona la 'tensione nominale' di 24VDC per i segnali di uscita digitali dell'interfaccia della macchina per saldatura ad arco.",Nessuna
Q025,Cosa deve fare un cliente che produce cavi per assicurarsi che siano conformi agli standard FANUC?,connections.pdf,184,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q026,Qual è la dimensione A del connettore del dispositivo periferico MR-50RM+?,connections.pdf,189,False,Errore: Risposta del Judge non formattabile come JSON: {,Errore di parsing del Judge
Q027,Quale connettore di cavo è raccomandato per le connessioni nel controller Fanuc R-30iB?,connections.pdf,191,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q028,Qual è il nome del connettore utilizzato per il collegamento nel sistema descritto?,connections.pdf,192,True,"La domanda è chiara, la risposta è supportata dal testo e il riferimento alla pagina è appropriato.",Nessuna
Q029,Cosa bisogna fare prima di collegare o scollegare il cavo Ethernet al controller del robot?,connections.pdf,195,True,"La domanda è chiara e la risposta è interamente supportata dal testo fornito, che espressamente menziona di assicurarsi che l'alimentazione del controller del robot sia spenta prima di collegare o scollegare il cavo Ethernet.",Nessuna
Q030,Qual è il segnale associato al pin numero 3 del connettore CD38A e CD38B?,connections.pdf,197,True,"La domanda è chiara e la risposta è supportata dal testo fornito, che contiene le informazioni relative ai connettori CD38A e CD38B.",Nessuna
Q031,Qual è il tipo di cavo raccomandato per migliorare la resistenza al rumore elettrico in un ambiente FA secondo il manuale del controller Fanuc R-30iB?,connections.pdf,198,True,"La domanda è chiara e la risposta è supportata dal testo fornito, che raccomanda l'uso di cavi schermati di Categoria 5 o 5e per migliorare la resistenza al rumore elettrico in un ambiente FA.",Nessuna
Q032,Quali sono i nomi delle aziende produttrici e i loro rispettivi uffici di contatto per il controller Fanuc R-30iB?,connections.pdf,200,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q033,Quali sono i passaggi da seguire per garantire il corretto bloccaggio e schermatura di un cavo Ethernet secondo il manuale del controller Fanuc R-30iB?,connections.pdf,201,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q034,Quali sono le condizioni che devono essere soddisfatte per il tipo di cavo Ethernet utilizzato nel sistema R-30iB?,connections.pdf,204,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
Q035,Quali sono le considerazioni da tenere in mente riguardo all'area di installazione del controller Fanuc R-30iB?,connections.pdf,208,True,"La domanda è chiara e la risposta è supportata dal testo fornito, che menziona l'importanza di mantenere l'area per la manutenzione e la radiazione di calore.",Nessuna
Q036,Quali sono le conseguenze di un abbassamento della tensione di alimentazione del 10% o più rispetto alla tensione nominale durante l'accelerazione rapida del robot?,connections.pdf,211,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q037,Cosa deve essere rimosso prima di procedere al reset dell'overtravel e dell'emergency stop dopo l'installazione del robot?,connections.pdf,213,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q038,"Quali sono le conseguenze dell'abilitazione e disabilitazione del circuito HBK quando è chiuso o aperto, e quali allarmi possono verificarsi in ciascuna situazione?",connections.pdf,214,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q039,Qual è la differenza tra il circuito di ingresso per una fase e quello per tre fasi nel sistema R-30iB?,connections.pdf,221,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
Q040,Qual è il tipo di diagramma di collegamento elettrico menzionato nel testo per il controller R-30iB in caso di alimentazione trifase?,connections.pdf,225,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
Q041,Qual è la differenza tra il diagramma di connessione del circuito di emergenza del R-30iB Mate per l'ingresso monofase e quello per l'ingresso trifase?,connections.pdf,229,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
Q042,Qual è il contenuto della figura B(m) menzionata nel testo e quale è la sua rilevanza nel contesto del manuale del controller Fanuc R-30iB?,connections.pdf,235,False,"La risposta contiene dettagli non presenti nel testo fornito, come ad esempio il fatto che la figura fornisce informazioni importanti sui collegamenti elettrici e le configurazioni necessarie per il corretto funzionamento del controller.",Allucinazione nella risposta
Q043,"Qual è il contenuto della sezione B del manuale tecnico del controller Fanuc R-30iB, in particolare riguardo alla figura omessa?",connections.pdf,239,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q044,Quali modelli di robot sono menzionati nel diagramma di connessione per l'alimentazione del motore nel documento?,connections.pdf,243,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q045,Quali modelli di robot sono menzionati nel diagramma di connessione RI/RO e dove si possono trovare ulteriori dettagli sui connettori EE della unità meccanica?,connections.pdf,247,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
Q046,Quali modelli di unità meccaniche sono menzionati nel diagramma di connessione totale del controller Fanuc R-30iB?,connections.pdf,251,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
Q047,"Qual è la tensione di riferimento comune per i segnali IMSTP, HOLD, SFSPD e CSTOPI nel sistema Fanuc R-30iB?",connections.pdf,255,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q048,Quali segnali devono essere attivati per avviare un programma selezionato tramite il segnale PNS?,connections.pdf,258,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q049,Qual è il comportamento del segnale SNACK dopo la selezione di un programma tramite la funzione PNS?,connections.pdf,261,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
Q050,Qual è il formato standard dei segnali inviati al connettore del polso del robot e quali sono le limitazioni relative all'assegnazione di questi segnali?,connections.pdf,262,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
Q051,Quali precauzioni devono essere adottate per mantenere puliti i connettori ottici durante la connessione?,connections.pdf,264,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
Q052,Qual è la lunghezza massima consentita per il cavo in fibra ottica FSSB all'esterno del cabinet quando utilizzato come Slave?,connections.pdf,265,True,"La domanda è chiara e la risposta è supportata dal testo fornito, che specifica la lunghezza massima del cavo in fibra ottica FSSB all'esterno del cabinet quando utilizzato come Slave.",Nessuna
Q053,Quali sono i passaggi da seguire per rilasciare il freno di un robot utilizzando l'unità di rilascio del freno?,connections.pdf,268,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
Q054,Quali componenti sono menzionati nel testo riguardanti l'unità di rilascio del freno?,connections.pdf,272,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
Q055,Quali sono i codici delle fusibili menzionati nel manuale tecnico del controller Fanuc R-30iB?,connections.pdf,274,True,"La domanda è chiara e la risposta è supportata dal testo fornito, che menziona i codici delle fusibili come FU011, FU012 e FU001.",Nessuna
Q056,Quali sono i passaggi da seguire per collegare correttamente un connettore all'intestazione secondo il manuale del controller Fanuc R-30iB?,connections.pdf,277,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
Q057,Quali sono i passaggi da seguire per installare correttamente le ferrule secondo il manuale del controller Fanuc R-30iB?,connections.pdf,278,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
Q058,Qual è la posizione corretta del ritaglio sulla nuova pellicola protettiva durante l'installazione?,connections.pdf,281,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q059,Quali sono i modelli di robot compatibili con il tipo di blocco di sigillatura del cavo A230-0659-X013#A?,connections.pdf,284,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q060,Quali sono le specifiche relative ai connettori 100BASE-TX e 1000BASE-T nel manuale del controller Fanuc R-30iB?,connections.pdf,287,True,"La domanda è chiara e la risposta è supportata dal testo fornito, che menziona le specifiche dei connettori 100BASE-TX e 1000BASE-T.",Nessuna
Q061,Qual è il numero di pagina in cui si trovano le specifiche dei segnali I/O digitali nel manuale del controller Fanuc R-30iB?,connections.pdf,287,True,"La domanda è chiara e la risposta è supportata dal testo fornito, che menziona le 'DIGITAL I/O SIGNAL SPECIFICATIONS' a pagina 177.",Nessuna
Q062,Quali sono i riferimenti numerici e i dettagli relativi ai cavi di connessione per l'ARC Weld nel manuale del controller Fanuc R-30iB?,connections.pdf,287,True,"La domanda è chiara e la risposta è supportata dal testo fornito, che menziona i cavi di connessione per l'ARC Weld come CRW11, forniti da Tyco Electronics AMP, con un connettore a 20 pin.",Nessuna
Q063,Quali sono i nomi delle interfacce dei cavi per i dispositivi periferici A1 e A2?,connections.pdf,288,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q064,Quali sezioni del manuale trattano il troubleshooting basato sulle indicazioni LED?,connections.pdf,289,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q065,Quali componenti sono mostrati nelle figure 2.1 (h) a (j) del controller R-30iB Mate/ R-30iB Mate Plus?,overview_configuration.pdf,4,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q066,Quali sono i componenti elencati nel testo che si trovano sulla vista esterna del controller Fanuc R-30iB?,overview_configuration.pdf,8,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q067,Quali precauzioni devono essere osservate quando si sostituiscono le schede a circuito stampato nel controller Fanuc R-30iB?,replacing_units.pdf,110,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
Q068,Quali sono i passaggi da seguire per smontare una scheda dal controller Fanuc R-30iB?,replacing_units.pdf,112,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
Q069,Quali sono i passaggi da seguire per estrarre un modulo dal controller Fanuc R-30iB?,replacing_units.pdf,115,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
Q070,Quali sono i passaggi da seguire per sostituire l'unità di alimentazione nel controller Fanuc R-30iB?,replacing_units.pdf,118,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
Q071,Quali sono i passaggi da seguire per sostituire il teach pendant del controller Fanuc R-30iB?,replacing_units.pdf,122,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
Q072,Qual è il primo passo necessario per sostituire il heat exchanger nel controller Fanuc R-30iB?,replacing_units.pdf,124,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q073,Quali sono i passaggi da seguire per installare una nuova unità batteria nel controller Fanuc R-30iB?,replacing_units.pdf,126,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q074,Qual è la differenza tra i simboli 'WARNING' e 'CAUTION' secondo il manuale del controller Fanuc R-30iB?,safety_precautions.pdf,s-2,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
Q075,Quali misure di sicurezza devono essere adottate per garantire la sicurezza dell'operatore durante l'uso del sistema robotico secondo il manuale Fanuc R-30iB?,safety_precautions.pdf,s-4,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
Q076,Quali precauzioni devono essere adottate durante le operazioni di manutenzione su un robot Fanuc R-30iB per garantire la sicurezza dell'ingegnere di manutenzione?,safety_precautions.pdf,s-6,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q077,Quali sono le precauzioni da adottare riguardo ai cavi dell'unità meccanica del robot per evitare problemi?,safety_precautions.pdf,s-8,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
Q078,Quali condizioni ambientali devono essere rispettate per garantire un'operazione sicura del robot secondo il manuale Fanuc R-30iB?,safety_precautions.pdf,s-9,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q079,Cosa accade al robot durante un arresto controllato secondo il manuale del controller Fanuc R-30iB?,safety_precautions.pdf,s-10,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
Q080,Quali considerazioni devono essere fatte riguardo alla distanza di arresto e al tempo di arresto quando si utilizza l'opzione di arresto controllato con E-Stop nel sistema robotico?,safety_precautions.pdf,s-12,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q081,Quali azioni devono essere intraprese se il pulsante di emergenza è stato premuto e il codice errore SRVO-001 è visualizzato insieme a SRVO-213?,troubleshooting_alarms.pdf,21,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q082,Quali precauzioni devono essere adottate quando si stabilisce una connessione temporanea tra EAS1 e EAS11 e tra EAS2 e EAS21 in un sistema che utilizza il segnale della recinzione di sicurezza?,troubleshooting_alarms.pdf,24,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
Q083,Quali azioni devono essere intraprese se si verifica l'allerta SRVO-007 e si sospetta un problema con il circuito di emergenza esterno?,troubleshooting_alarms.pdf,27,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
Q084,"Quali sono i passaggi da seguire se si verifica l'allerta SRVO-015 a causa di un surriscaldamento del sistema, e quali precauzioni devono essere adottate prima di sostituire la scheda principale?",troubleshooting_alarms.pdf,30,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
Q085,Quali sono i passaggi da seguire per risolvere l'allarme SRVO-018 Brake abnormal (G:i A:j) sul controller Fanuc R-30iB?,troubleshooting_alarms.pdf,31,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
Q086,Quali sono i passaggi da seguire se il mastering del robot risulta non valido secondo il manuale tecnico del controller Fanuc R-30iB?,troubleshooting_alarms.pdf,32,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q087,"Quali azioni devono essere intraprese se il robot non raggiunge l'area efficace dopo il tempo di monitoraggio della posizione, come indicato dall'allarme SRVO-036?",troubleshooting_alarms.pdf,33,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q088,Qual è l'azione corretta da intraprendere quando viene ricevuto il segnale IMSTP per un'interfaccia di dispositivo periferico nel controller Fanuc R-30iB?,troubleshooting_alarms.pdf,33,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q089,Quali sono i passaggi da seguire per risolvere l'allarme SRVO-044 DCHVAL%s in caso di tensione DC anomala nel circuito principale?,troubleshooting_alarms.pdf,35,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
Q090,"Quali sono le limitazioni del sistema di allerta OHAL nel prevenire il surriscaldamento del motore durante cicli frequenti di avvio e arresto, e come viene mitigato questo problema?",troubleshooting_alarms.pdf,37,True,"La domanda è chiara e la risposta è supportata dal testo fornito, che spiega le limitazioni del sistema di allerta OHAL e come vengono mitigate.",Nessuna
Q091,Quali sono i passaggi da seguire se si verifica l'allarme SRVO-050 Collision Detect e si sospetta un carico eccessivo sul robot?,troubleshooting_alarms.pdf,39,True,La domanda e la risposta sono coerenti e completamente deducibili dal testo fornito.,Nessuna
Q092,Quali sono i passaggi da seguire se si verifica l'allarme SRVO-057 FSSB disconnect e si sospetta un problema di comunicazione tra la scheda principale e l'amplificatore di servo? Indica anche l'importanza del backup prima di procedere.,troubleshooting_alarms.pdf,40,True,La domanda e la risposta sono coerenti e completamente deducibili dal testo fornito.,Nessuna
Q093,Quali sono i passaggi da seguire se l'errore SRVO-059 si verifica e il LED P5V e P3.3V sul servo amplificatore a 6 assi non sono accesi?,troubleshooting_alarms.pdf,42,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q094,Quali sono i passaggi da seguire per risolvere l'allarme SRVO-062 BZAL e quali precauzioni devono essere adottate dopo aver corretto la causa dell'allarme?,troubleshooting_alarms.pdf,42,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
Q095,Quali azioni devono essere intraprese se si verifica l'allarme SRVO-071 SPHAL e si presenta anche l'allarme PHAL (SRVO-064)?,troubleshooting_alarms.pdf,43,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q096,Quali sono i passaggi da seguire per risolvere l'allarme SRVO-073 CMAL nel caso in cui si sospetti un malfunzionamento del Pulsecoder?,troubleshooting_alarms.pdf,44,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
Q097,Qual è la causa dell'allerta SRVO-084 BZAL nel controller Fanuc R-30iB e quale componente è coinvolto in questa situazione?,troubleshooting_alarms.pdf,45,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q098,"Quali sono le azioni da intraprendere in caso di attivazione dell'allarme SRVO-091 CRCERR, considerando la comunicazione anomala tra il Pulsecoder e la scheda di tracciamento della linea?",troubleshooting_alarms.pdf,45,True,La domanda è chiara e la risposta è supportata dal testo fornito.,Nessuna
Q099,Quali sono i passaggi da seguire se si verifica l'allarme SRVO-105 e la porta del cabinet ausiliario è aperta?,troubleshooting_alarms.pdf,46,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
Q100,"Quali sono i passaggi da seguire per risolvere l'allerta SRVO-123 relativa al rallentamento del motore della ventola, e quali precauzioni devono essere adottate prima di sostituire la scheda principale?",troubleshooting_alarms.pdf,47,True,La domanda è chiara e la risposta è interamente supportata dal testo fornito.,Nessuna
